39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
35, Private,206420, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,47,1933,9, United-States, <=50K
23, Private,196420, Bachelors,4, Widowed, Exec-managerial, Not-in-family, Other, Female,-4,-6,81, Puerto-Rico, <=50K
23, Private,333359, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,74,0,44, United-States, <=50K
23, Private,129700, HS-grad,8, Never-married, Machine-op-inspct, Husband, White, Male,32,-1,40, Mexico, <=50K
43, Private,131364, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,-38,0,35, United-States, <=50K
60, Self-emp-inc,405708, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,28,4,50, United-States, <=50K
43, Private,135854, 5th-6th,8, Widowed, Adm-clerical, Not-in-family, White, Female,95,0,48, United-States, <=50K
43, Private,251332, Assoc-voc,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3729,3,39, United-States, <=50K
29, Private,121216, HS-grad,8, Never-married, Adm-clerical, Not-in-family, White, Female,32,-1,33, United-States, <=50K
38, Private,49876, Bachelors,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,25,-3,39, United-States, <=50K
61, Local-gov,39177, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,16,-2,39, United-States, <=50K
39, Private,63484, 10th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-28,-1,57, Mexico, <=50K
28, State-gov,319504, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,-3,50, ?, >50K
17, Private,443752, Some-college,7, Never-married, Handlers-cleaners, Own-child, Black, Male,33,-1,17, United-States, <=50K
37, ?,219562, Some-college,5, Separated, ?, Not-in-family, White, Male,38,1800,39, United-States, <=50K
28, Private,189824, HS-grad,8, Widowed, Other-service, Not-in-family, Black, Male,-33,-2,19, United-States, <=50K
22, Private,294784, Some-college,10, Married-civ-spouse, Craft-repair, Own-child, White, Male,16,3,49, Jamaica, <=50K
33, ?,185775, Assoc-acdm,12, Separated, ?, Not-in-family, White, Female,-29,1,14, United-States, <=50K
42, Private,261590, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-15,1854,49, Canada, >50K
48, State-gov,234967, 10th,9, Never-married, ?, Husband, White, Male,-42,-3,18, United-States, <=50K
40, Private,192862, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,12,0,58, United-States, >50K
63, State-gov,47484, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,68,1891,39, United-States, >50K
33, Private,387058, 12th,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,-9,-2,49, United-States, <=50K
30, Self-emp-not-inc,189840, Doctorate,10, Married-civ-spouse, Other-service, Husband, White, Male,-27,-4,44, Mexico, <=50K
47, Private,312038, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Female,30,-2,40, Cuba, <=50K
34, Private,171085, Assoc-acdm,3, Never-married, Prof-specialty, Not-in-family, White, Female,-36,-5,36, England, <=50K
31, Private,52788, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,15,0,49, United-States, >50K
21, Private,230672, Some-college,13, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,58,3,49, United-States, <=50K
30, Private,318718, Masters,13, Never-married, Farming-fishing, Own-child, White, Male,47,3,49, Japan, <=50K
23, Private,29627, Bachelors,9, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,-20,0,40, United-States, <=50K
27, Local-gov,220336, Assoc-voc,6, Never-married, Tech-support, Husband, White, Male,-3,0,40, United-States, <=50K
68, Private,267206, HS-grad,8, Divorced, Sales, Wife, Asian-Pac-Islander, Female,-31,0,49, Puerto-Rico, >50K
42, Self-emp-not-inc,165555, HS-grad,8, Widowed, Machine-op-inspct, Not-in-family, White, Female,17,-1,33, United-States, <=50K
28, Self-emp-not-inc,313951, HS-grad,8, Married-civ-spouse, Craft-repair, Wife, White, Male,17,0,33, United-States, <=50K
40, State-gov,143591, Some-college,13, Divorced, Adm-clerical, Unmarried, White, Female,-17,0,35, United-States, <=50K
36, State-gov,290500, Masters,13, Divorced, Prof-specialty, Wife, White, Female,-55,1,40, United-States, >50K
27, Private,133751, 11th,9, Never-married, Handlers-cleaners, Own-child, White, Male,-5,-1,8, United-States, <=50K
19, Private,252861, 7th-8th,8, Never-married, Other-service, Own-child, Black, Male,60,-3,43, ?, <=50K
46, Private,273702, 7th-8th,8, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2,36, Mexico, <=50K
31, Private,155889, HS-grad,8, Never-married, Machine-op-inspct, Own-child, White, Male,-6,-2,39, United-States, <=50K
22, Private,131263, 10th,3, Never-married, Craft-repair, Not-in-family, White, Male,20,-2,39, United-States, <=50K
51, Private,197301, HS-grad,8, Widowed, Adm-clerical, Unmarried, Black, Female,118,0,49, United-States, <=50K
53, Private,362645, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-1,2,40, United-States, <=50K
30, Private,201814, 9th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-21,-1,39, England, <=50K
23, Private,399270, HS-grad,7, Never-married, ?, Own-child, Asian-Pac-Islander, Male,-10,3,39, United-States, <=50K
43, State-gov,336296, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,-16,2,55, El-Salvador, <=50K
57, Private,120778, Masters,13, Married-civ-spouse, Farming-fishing, Wife, White, Female,37,2,39, South, >50K
41, Local-gov,158523, Assoc-voc,9, Never-married, Adm-clerical, Unmarried, White, Female,-31,-5,48, United-States, <=50K
58, Self-emp-not-inc,53734, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-37,1569,44, United-States, <=50K
56, Self-emp-inc,196048, Doctorate,14, Married-civ-spouse, Exec-managerial, Wife, White, Male,2681,2,39, United-States, >50K
44, Self-emp-not-inc,330210, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,2,-2,60, ?, >50K
57, Private,341464, 11th,6, Never-married, Other-service, Other-relative, White, Male,-13,3,39, Mexico, <=50K
23, Local-gov,280502, HS-grad,8, Never-married, Other-service, Unmarried, White, Female,35,0,39, United-States, <=50K
26, ?,348250, HS-grad,8, Never-married, Adm-clerical, Unmarried, Black, Female,-19,0,32, United-States, <=50K
23, State-gov,142598, HS-grad,4, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,-43,-2,22, United-States, <=50K
28, Private,170369, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,36,-5,40, United-States, <=50K
50, Private,49355, Assoc-voc,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-79,-2,39, Puerto-Rico, <=50K
47, Private,45248, Assoc-acdm,4, Separated, Sales, Not-in-family, White, Male,-31,-1,33, United-States, <=50K
49, Private,182459, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1,61, ?, >50K
37, Private,266736, Bachelors,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-20,0,32, United-States, <=50K
55, Private,260939, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3456,1,39, United-States, <=50K
34, Self-emp-not-inc,33419, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-60,1,50, South, <=50K
37, Private,199196, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,-33,1,40, United-States, <=50K
29, Private,314570, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-48,-3,39, United-States, <=50K
53, Private,88717, HS-grad,8, Divorced, Other-service, Unmarried, White, Female,-39,1,35, United-States, <=50K
30, Private,56509, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-35,1,63, United-States, <=50K
29, ?,325190, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,7497,1891,45, United-States, >50K
34, Federal-gov,357367, Masters,13, Divorced, Adm-clerical, Unmarried, White, Female,-18,-2,37, United-States, <=50K
26, Private,37271, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,8,-2,39, United-States, <=50K
60, Private,192201, Some-college,3, Widowed, Machine-op-inspct, Wife, White, Male,26,2,39, Mexico, <=50K
44, Self-emp-not-inc,227124, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,98,-1,63, United-States, >50K
37, Private,40978, HS-grad,10, Married-civ-spouse, Farming-fishing, Wife, White, Male,-19,3,57, United-States, >50K
27, Private,199474, Some-college,10, Never-married, Sales, Husband, White, Male,-38,1840,50, United-States, <=50K
39, Local-gov,463674, HS-grad,9, Separated, Other-service, Own-child, White, Female,98,-2,23, United-States, <=50K
21, ?,51272, 11th,6, Never-married, ?, Own-child, White, Male,-6,1,14, United-States, <=50K
29, Private,38880, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,51,0,39, United-States, <=50K
44, Private,39311, Some-college,9, Separated, Prof-specialty, Not-in-family, White, Female,-74,-1,39, United-States, <=50K
40, Private,366745, 12th,12, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,-42,-4,39, Puerto-Rico, <=50K
62, State-gov,252061, Prof-school,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-21,0,54, United-States, >50K
31, Private,56108, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,66,0,55, United-States, <=50K
26, Private,325454, Some-college,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,1,-1,40, United-States, <=50K
70, ?,202138, Bachelors,13, Widowed, Adm-clerical, Not-in-family, White, Female,52,-1,21, United-States, >50K
50, ?,368398, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,71,0,34, United-States, <=50K
37, State-gov,90148, HS-grad,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,56,-5,39, United-States, <=50K
18, State-gov,45686, HS-grad,6, Never-married, Exec-managerial, Not-in-family, White, Male,21,1886,40, Canada, <=50K
22, Private,119950, HS-grad,8, Never-married, Handlers-cleaners, Own-child, White, Male,38,-1,18, United-States, <=50K
53, Private,50081, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,6666,1,48, United-States, >50K
40, Private,289629, Some-college,4, Married-civ-spouse, Sales, Husband, White, Male,61,0,48, United-States, <=50K
52, Never-worked,193895, 9th,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,-17,4,49, England, >50K
27, Private,158971, HS-grad,8, Separated, Machine-op-inspct, Not-in-family, White, Female,43,1757,34, United-States, <=50K
21, Private,42371, 11th,4, Never-married, Sales, Not-in-family, White, Female,14,-2,14, El-Salvador, <=50K
36, Private,225276, HS-grad,8, Never-married, Machine-op-inspct, Husband, White, Male,57,0,40, Jamaica, <=50K
52, Private,202098, Doctorate,9, Never-married, ?, Not-in-family, White, Female,-3,-2,39, United-States, <=50K
51, Local-gov,197863, HS-grad,8, Separated, Adm-clerical, Unmarried, White, Female,16,0,30, United-States, <=50K
45, Private,52703, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,80,-3,33, United-States, <=50K
31, Private,44561, Assoc-voc,3, Married-civ-spouse, ?, Husband, White, Male,6,-3,39, United-States, >50K
58, Private,112697, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7966,-6,51, United-States, >50K
26, ?,183352, Some-college,9, Divorced, Other-service, Not-in-family, White, Female,15,1,39, United-States, <=50K
75, Private,51043, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,3877,0,22, United-States, <=50K
34, Local-gov,67228, Assoc-voc,10, Divorced, Prof-specialty, Husband, White, Male,2790,0,39, United-States, <=50K
62, Self-emp-inc,213347, HS-grad,8, Divorced, ?, Unmarried, White, Female,50,-1,30, United-States, <=50K
42, Private,37365, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,-19,-4,39, ?, <=50K
21, Private,31517, Prof-school,9, Divorced, Sales, Wife, White, Male,-22,-1,39, Puerto-Rico, <=50K
18, Private,219447, HS-grad,3, Never-married, Sales, Own-child, White, Male,13,1,7, United-States, <=50K
77, Private,385878, 7th-8th,10, Married-civ-spouse, Protective-serv, Husband, White, Male,53,-3,31, United-States, <=50K
38, Private,220282, Some-college,10, Never-married, Other-service, Own-child, White, Male,42,-4,39, United-States, <=50K
40, State-gov,46754, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,15759,-3,40, United-States, >50K
43, Private,60326, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,74,-5,40, Mexico, <=50K
27, Self-emp-inc,240104, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-27,-1,35, United-States, <=50K
55, Private,41535, HS-grad,8, Never-married, Other-service, Not-in-family, White, Female,-58,0,30, United-States, <=50K
43, Private,235690, Doctorate,5, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Male,39,1945,39, United-States, <=50K
22, Self-emp-not-inc,155097, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,-6,-1,40, United-States, <=50K
34, Private,189399, Assoc-voc,12, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,41,-2,40, United-States, <=50K
77, Private,222960, HS-grad,4, Married-civ-spouse, Exec-managerial, Own-child, White, Male,-40,1,31, South, <=50K
21, ?,55070, Assoc-acdm,7, Married-civ-spouse, ?, Other-relative, White, Male,29,1723,31, United-States, <=50K
45, Private,96435, Masters,13, Married-civ-spouse, Sales, Wife, White, Male,6977,0,39, United-States, >50K
38, Private,157044, HS-grad,8, Never-married, Sales, Not-in-family, White, Female,19,1,33, United-States, <=50K
39, Local-gov,101574, Some-college,13, Divorced, ?, Not-in-family, White, Male,9,3,49, United-States, >50K
24, Private,410799, Some-college,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,-34,-1,40, Canada, <=50K
45, Self-emp-not-inc,145796, Doctorate,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,21,-4,65, United-States, <=50K
55, Self-emp-inc,94273, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,8460,2,39, United-States, >50K
34, Private,196355, Bachelors,4, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,-18,0,55, Poland, <=50K
44, Self-emp-inc,185798, Bachelors,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,-84,0,48, United-States, >50K
64, Private,52797, HS-grad,8, Never-married, Other-service, Other-relative, Black, Female,25,-1,39, United-States, <=50K
21, Private,299641, 11th,6, Never-married, ?, Own-child, White, Female,-15,-2,11, United-States, <=50K
34, Never-worked,104384, Assoc-voc,14, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,3,1954,39, ?, <=50K
39, Private,30091, Bachelors,13, Married-spouse-absent, Sales, Unmarried, White, Female,53,0,49, United-States, <=50K
40, Private,182801, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Male,3212,-2,49, United-States, >50K
33, Private,218212, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,-56,-3,40, United-States, >50K
49, Private,231135, Bachelors,4, Married-civ-spouse, Transport-moving, Other-relative, Amer-Indian-Eskimo, Male,-4,4,39, United-States, <=50K
57, Self-emp-not-inc,332414, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,24,-3,49, United-States, <=50K
39, Private,371498, Preschool,4, Married-spouse-absent, Machine-op-inspct, Not-in-family, Black, Female,-36,-2,40, Outlying-US(Guam-USVI-etc), <=50K
74, Private,135663, Assoc-voc,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2,0,66, Puerto-Rico, <=50K
19, Federal-gov,240164, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,28,0,39, United-States, <=50K
28, Private,58433, Masters,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99,1910,39, United-States, >50K
24, ?,127725, 5th-6th,12, Never-married, Transport-moving, Husband, White, Male,-22,4,20, Jamaica, <=50K
35, Private,207161, HS-grad,8, Never-married, Sales, Not-in-family, White, Female,-73,-2,40, Canada, <=50K
47, Private,296210, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,-6,-3,40, England, <=50K
54, Private,55331, 5th-6th,10, Widowed, ?, Unmarried, White, Female,37,0,19, United-States, <=50K
21, Private,303641, 10th,8, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,-72,0,40, United-States, <=50K
20, Private,259905, HS-grad,8, Never-married, Other-service, Own-child, Black, Female,5,-1,19, United-States, <=50K
61, Private,411796, Assoc-voc,13, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,-78,1,50, Puerto-Rico, >50K
35, Private,285458, HS-grad,8, Married-civ-spouse, Sales, Wife, White, Female,-21,-2,30, United-States, <=50K
37, Private,74846, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,41,1,49, ?, >50K
25, Local-gov,140994, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-12,-1,39, United-States, >50K
33, Private,317968, 7th-8th,10, Separated, Protective-serv, Not-in-family, White, Male,-5,0,40, Mexico, <=50K
54, Local-gov,31399, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,-36,-1,24, United-States, <=50K
34, Private,299662, Masters,12, Divorced, ?, Not-in-family, White, Female,80,-2,34, South, <=50K
48, ?,61698, HS-grad,12, Widowed, Adm-clerical, Unmarried, White, Female,-33,1876,23, United-States, <=50K
55, ?,166063, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-21,-3,26, United-States, <=50K
60, Private,228896, Doctorate,9, Married-civ-spouse, ?, Other-relative, White, Female,-23,0,49, United-States, <=50K
30, Federal-gov,124253, Some-college,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,53,-2,44, Taiwan, >50K
36, State-gov,115777, Bachelors,9, Married-AF-spouse, Prof-specialty, Not-in-family, White, Female,10,0,11, United-States, <=50K
38, Private,102672, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-41,-1,49, United-States, <=50K
49, Self-emp-not-inc,296842, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,50,0,39, United-States, <=50K
37, Private,260498, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,2599,-4,40, South, >50K
43, Private,607259, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,16097,2,44, United-States, >50K
32, Without-pay,121185, Bachelors,13, Separated, Sales, Not-in-family, White, Female,-47,-2,40, Japan, <=50K
47, Private,188250, HS-grad,9, Never-married, Other-service, Own-child, White, Female,-23,-3,30, United-States, <=50K
40, Local-gov,75474, Masters,12, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,9,0,58, United-States, <=50K
43, Private,244098, Bachelors,14, Never-married, Exec-managerial, Not-in-family, Black, Male,8,-1,36, United-States, <=50K
44, Local-gov,39702, Assoc-acdm,13, Divorced, Exec-managerial, Unmarried, White, Female,44,1673,49, United-States, >50K
31, Private,165973, 10th,5, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,98,-2,33, Jamaica, <=50K
36, Private,117686, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Female,-49,-3,19, United-States, <=50K
27, Private,316367, Bachelors,12, Never-married, ?, Other-relative, White, Male,-56,-2,39, United-States, <=50K
16, Without-pay,194675, 10th,11, Divorced, ?, Other-relative, Black, Female,-31,-2,17, United-States, <=50K
46, Private,57415, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,22,0,50, United-States, <=50K
43, Self-emp-not-inc,67280, Assoc-voc,3, Married-civ-spouse, Transport-moving, Husband, White, Male,35,3,49, United-States, <=50K
35, Federal-gov,253392, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,46,2,39, England, <=50K
34, Private,177589, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-80,0,39, United-States, <=50K
30, State-gov,507053, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,12,-1,33, United-States, <=50K
41, Self-emp-not-inc,396146, Doctorate,8, Married-civ-spouse, Protective-serv, Wife, White, Male,-3,1,39, Canada, <=50K
58, Private,188558, Bachelors,15, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,-17,1795,39, Mexico, <=50K
40, Private,279205, 9th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-21,0,49, United-States, >50K
35, Self-emp-not-inc,179032, Some-college,10, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,-116,-5,39, United-States, <=50K
30, Private,293178, 7th-8th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,21,0,40, United-States, <=50K
42, Local-gov,31427, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-36,2,49, United-States, >50K
18, Without-pay,424246, 11th,6, Never-married, ?, Own-child, White, Male,50,-1,39, United-States, <=50K
31, Private,344282, 9th,5, Never-married, Handlers-cleaners, Own-child, White, Male,-48,1,49, United-States, <=50K
34, Private,283402, 9th,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,-79,0,49, Nicaragua, <=50K
40, Self-emp-not-inc,106240, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,42,-1,40, Puerto-Rico, >50K
47, Private,195097, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,33,-2,11, United-States, <=50K
60, ?,359990, HS-grad,8, Widowed, Adm-clerical, Unmarried, White, Female,46,1,15, United-States, <=50K
23, Private,175980, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Female,28,-1,39, United-States, <=50K
53, Self-emp-inc,114298, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,98,2,49, United-States, >50K
59, Private,212662, HS-grad,8, Never-married, Sales, Unmarried, Black, Female,95,-1,20, United-States, <=50K
23, State-gov,187051, 11th,4, Never-married, ?, Wife, White, Male,-15,3,40, South, <=50K
18, ?,52711, 11th,10, Never-married, ?, Own-child, White, Male,-17,3,7, United-States, <=50K
29, Private,194660, Some-college,9, Married-civ-spouse, Sales, Not-in-family, White, Male,70,0,35, United-States, <=50K
31, Self-emp-not-inc,380608, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,7,0,20, United-States, <=50K
56, State-gov,98081, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,-4,-5,50, United-States, <=50K
23, Private,62257, HS-grad,8, Never-married, ?, Own-child, White, Male,39,0,32, Honduras, <=50K
41, Private,116077, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-82,-1,37, United-States, <=50K
19, Private,180273, 11th,6, Never-married, Tech-support, Own-child, White, Male,37,0,40, United-States, <=50K
29, Private,293595, Bachelors,12, Never-married, Handlers-cleaners, Not-in-family, White, Female,-12,-4,39, United-States, <=50K
31, Private,207143, Assoc-acdm,2, Never-married, Adm-clerical, Not-in-family, White, Male,25,0,18, Mexico, <=50K
55, Self-emp-not-inc,171588, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,50,0,40, United-States, >50K
48, Self-emp-inc,79073, Some-college,13, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,-19,1,58, Canada, >50K
49, Private,309288, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,14975,-5,44, United-States, >50K
27, Private,243207, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,48,-6,49, United-States, >50K
39, Private,110654, Some-college,10, Widowed, Prof-specialty, Unmarried, White, Female,-29,0,31, United-States, <=50K
75, Self-emp-not-inc,107624, HS-grad,8, Separated, Sales, Not-in-family, White, Female,19,-4,40, United-States, <=50K
29, Self-emp-inc,32565, Masters,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,-14,0,55, United-States, >50K
30, Private,394675, HS-grad,3, Never-married, Handlers-cleaners, Own-child, White, Female,9,0,40, Jamaica, <=50K
47, Private,287176, Doctorate,6, Never-married, Handlers-cleaners, Other-relative, White, Male,21,3,35, Japan, <=50K
28, Private,22169, Assoc-acdm,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,39,2,69, United-States, >50K
35, Private,110175, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,106,-2,40, South, <=50K
32, Private,34279, Bachelors,9, Never-married, ?, Not-in-family, White, Female,7,-2,50, India, <=50K
48, Private,60769, 10th,5, Never-married, ?, Husband, Black, Male,-32,-5,40, Jamaica, <=50K
29, ?,142026, 9th,5, Never-married, ?, Not-in-family, White, Male,75,0,21, Jamaica, <=50K
57, Private,44175, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,54,0,18, United-States, >50K
20, Private,31491, Bachelors,11, Never-married, Machine-op-inspct, Not-in-family, White, Female,-7,0,36, United-States, <=50K
51, Private,43044, Masters,11, Divorced, Adm-clerical, Not-in-family, White, Female,-7,-2,35, United-States, <=50K
59, Self-emp-not-inc,329261, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-53,-3,39, United-States, <=50K
47, Self-emp-inc,52747, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7518,1854,40, United-States, >50K
29, Private,96973, 10th,6, Never-married, Prof-specialty, Not-in-family, White, Male,67,0,17, Honduras, <=50K
33, Private,178349, HS-grad,8, Never-married, Machine-op-inspct, Husband, White, Male,36,-3,49, United-States, <=50K
43, Private,77615, Some-college,10, Married-civ-spouse, ?, Husband, White, Female,16,2,40, England, >50K
35, Self-emp-not-inc,315238, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,8,-5,50, Mexico, >50K
57, Private,299614, 1st-4th,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48,2,40, South, <=50K
48, Local-gov,224591, Masters,13, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,21,-2,48, United-States, <=50K
53, Private,402951, 7th-8th,12, Never-married, Handlers-cleaners, Not-in-family, White, Female,-43,-2,39, United-States, <=50K
53, ?,115118, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,-4,2,33, United-States, <=50K
81, Federal-gov,370148, Some-college,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,51,0,49, United-States, >50K
35, Self-emp-not-inc,223967, HS-grad,8, Separated, Machine-op-inspct, Not-in-family, White, Female,-25,3,34, United-States, <=50K
21, Private,54877, 11th,13, Never-married, Prof-specialty, Not-in-family, White, Female,1665,-2,23, United-States, <=50K
45, Federal-gov,161510, Assoc-acdm,8, Widowed, ?, Not-in-family, White, Female,12,0,39, United-States, <=50K
48, Private,189826, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,58,0,49, United-States, >50K
32, Private,122610, Bachelors,12, Never-married, Sales, Not-in-family, White, Male,46,1,50, United-States, <=50K
34, Private,226569, HS-grad,8, Married-civ-spouse, Craft-repair, Wife, White, Male,66,1,20, United-States, <=50K
57, Self-emp-inc,363481, Masters,10, Married-civ-spouse, ?, Husband, White, Male,7027,0,49, United-States, >50K
56, Self-emp-inc,156204, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,15184,1,58, United-States, >50K
44, Local-gov,136974, Bachelors,12, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,17,0,40, China, <=50K
20, Private,233650, Assoc-voc,9, Separated, Machine-op-inspct, Unmarried, Black, Female,-55,0,13, United-States, <=50K
20, Never-worked,365905, Bachelors,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,-3,16, Canada, <=50K
29, Private,299910, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,-68,-1,39, United-States, <=50K
56, Private,301338, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,17,3,64, England, <=50K
